"date","borough","direction","main_street","cross_street","type","truck_route","struck_overpass","state_of_operators_license","bin","latitude","longitude","geocoded_column"
"2017-10-25T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EXIT 1","STRIKE","NO","YES","NJ",,,,
"2021-08-16T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 58th STREET","STRIKE","NO","YES","PA","2233038","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2014-03-23T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","VA","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2021-06-23T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 84th STREET","STRIKE","NO","YES","N/A",,"40.773102","-73.944501","POINT (-73.944501 40.773102)"
"2018-04-06T00:00:00.000","QUEENS","E/B","QUEENS BOULEVARD","WOODHAVEN BLVD","STRIKE","YES","YES","N/A","2248159","40.733479","-73.870480","POINT (-73.87048 40.733479)"
"2014-12-18T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2014-07-24T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2019-09-13T00:00:00.000","QUEENS","W/B","QUEENSBORO BRIDGE","21st STREET","STRIKE","NO","YES","LA","224004F","40.752602","-73.943873","POINT (-73.943873 40.752602)"
"2017-12-09T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2017-10-05T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","YES","FL","7233000","40.582824","-73.974480","POINT (-73.97448 40.582824)"
"2021-06-19T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 14th STREET","STRIKE","NO","YES","N/A","7233070","40.585019","-73.954903","POINT (-73.954903 40.585019)"
"2016-07-08T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","N/A","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2020-05-31T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","N/A","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2019-08-08T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","FRANCIS LEWIS BOULEVARD","STRIKE","NO","YES","N/A","2231930","40.786434","-73.806265","POINT (-73.806265 40.786434)"
"2016-03-29T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2013-01-07T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.843025","-73.837796","POINT (-73.837796 40.843025)"
"2020-11-10T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","VT","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2021-11-11T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","N/A","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2014-06-03T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","ROOSEVELT AVENUE","STRIKE","NO","YES","N/A","1055930","40.752716","-73.852024","POINT (-73.852024 40.752716)"
"2019-09-19T00:00:00.000","QUEENS","E/B","SOUTHERN STATE PARKWAY","CROSS ISLAND PARKWAY","STRIKE","NO","YES","AZ","2266770","40.687361","-73.724915","POINT (-73.724915 40.687361)"
"2018-01-05T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","BAY PARKWAY","STRIKE","NO","YES","OH","2231319","40.595893","-74.000009","POINT (-74.000009 40.595893)"
"2018-10-16T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","WHITESTONE EXPRESSWAY","STRIKE","NO","YES","NY","1065210","40.790655","-73.822075","POINT (-73.822075 40.790655)"
"2015-05-22T00:00:00.000","BRONX","S/B","HENRY HUDSON PARKWAY","WEST 252nd STREET","STRIKE","NO","YES","N/A","2229500","40.899333","-73.907194","POINT (-73.907194 40.899333)"
"2020-07-01T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","CYPRESS HILLS STREET","STRIKE","NO","YES","N/A","2230040","40.692131","-73.882517","POINT (-73.882517 40.692131)"
"2021-02-09T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","YES","NJ","7233000","40.582824","-73.974480","POINT (-73.97448 40.582824)"
"2014-10-09T00:00:00.000","MANHATTAN","S/B","128th STREET","3rd AVENUE","STRIKE","YES","YES","N/A","2246620","40.805645","-73.934410","POINT (-73.93441 40.805645)"
"2022-01-18T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","MYRTLE AVENUE","STRIKE","NO","YES","SC","2230120","40.702909","-73.858049","POINT (-73.858049 40.702909)"
"2022-08-05T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","NO","N/A","2233038","40.760101","-73.957308","POINT (-73.957308 40.760101)"
"2015-12-22T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","SOUTHERN STATE PARKWAY","STRIKE","NO","YES","IL","2266770","40.685666","-73.726403","POINT (-73.726403 40.685666)"
"2016-11-03T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2017-04-10T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","BRUCKNER BOULEVARD","STRIKE","NO","YES","NJ","2076109","40.829008","-73.837189","POINT (-73.837189 40.829008)"
"2022-09-12T00:00:00.000","QUEENS","E/B","QUEENSBORO BRIDGE",,"STRIKE","YES","YES","N/A",,"40.756177","-73.953044","POINT (-73.953044 40.756177)"
"2013-02-13T00:00:00.000","QUEENS",,"CROSS ISLAND PARKWAY","UNION TURNPIKE","STRIKE","NO","YES","N/A","1076050","40.740870","-73.726832","POINT (-73.726832 40.74087)"
"2019-05-03T00:00:00.000","STATEN ISLAND","N/B","WEST SHORE EXPRESSWAY","ARDEN AVENUE","STRIKE","YES","YES",,"1069720","40.560651","-74.199497","POINT (-74.199497 40.560651)"
"2014-10-29T00:00:00.000","STATEN ISLAND","W/B","STATEN ISLAND EXPRESSWAY","BRADLEY AVENUE","STRIKE","NO","YES","N/A","1067730","40.608284","-74.132052","POINT (-74.132052 40.608284)"
"2016-07-01T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","YES","N/A","2233038","40.760240","-73.957634","POINT (-73.957634 40.76024)"
"2018-06-21T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","QUEENS BOULEVARD","STRIKE","NO","YES","N/A","2230209","40.714381","-73.830989","POINT (-73.830989 40.714381)"
"2019-03-18T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 60th STREET","STRIKE","NO","YES","NC","2233038","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2021-09-17T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","OH","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2020-05-02T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","MD","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2021-05-11T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","NORTHERN BOULEVARD","STRIKE","NO","YES","N/A","2231870","40.762317","-73.757125","POINT (-73.757125 40.762317)"
"2016-10-25T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","NJ","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2022-01-03T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MYRTLE AVENUE","STRIKE","NO","YES","N/A","2230120","40.702909","-73.858049","POINT (-73.858049 40.702909)"
"2015-10-15T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","UNION TURNPIKE","STRIKE","NO","YES","N/A","2231850","40.740870","-73.726832","POINT (-73.726832 40.74087)"
"2021-03-26T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","NY","2075820","40.840867","-73.838482","POINT (-73.838482 40.840867)"
"2013-03-21T00:00:00.000","BROOKLYN","E/B","BROOKLYN BRIDGE",,"STRIKE","NO","NO","N/A","2268518","40.706063","-73.996889","POINT (-73.996889 40.706063)"
"2018-07-14T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 49th STREET","STRIKE","NO","YES","CA","2266630","40.752444","-73.964531","POINT (-73.964531 40.752444)"
"2018-07-05T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","DC","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2013-12-03T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 60th STREET","STRIKE","NO","YES","SC","2233040","40.758966","-73.958367","POINT (-73.958367 40.758966)"
"2020-08-20T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","N/A","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2020-10-31T00:00:00.000","BRONX","N/B","BRONX RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NM","7067078","40.829899","-73.873194","POINT (-73.873194 40.829899)"
"2015-01-30T00:00:00.000","QUEENS","E/B","GRAND CENTRAL PARKWAY","77th AVENUE","STRIKE","NO","YES","N/A","7075210","40.716812","-73.829973","POINT (-73.829973 40.716812)"
"2020-02-26T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 58th STREET","STRIKE","NO","YES","VA","2233038","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2022-06-10T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","CA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2019-08-21T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 246th STREET","STRIKE","NO","YES","N/A","2229490","40.893583","-73.908153","POINT (-73.908153 40.893583)"
"2022-03-15T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","METROPOLITAN AVENUE","STRIKE","NO","YES","N/A","2230179","40.708996","-73.841639","POINT (-73.841639 40.708996)"
"2017-10-31T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","NH","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2020-09-14T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","IN","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2015-03-22T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","N/A","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2021-11-29T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","N/A","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2015-05-30T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","CT","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2018-09-28T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","MYRTLE AVENUE","STRIKE","NO","YES","N/A","2230120","40.702909","-73.858049","POINT (-73.858049 40.702909)"
"2015-07-21T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 59th STREET","STRIKE","NO","YES","CA","2233040","40.758306","-73.958857","POINT (-73.958857 40.758306)"
"2013-09-05T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 54th STREET","STRIKE","NO","YES","TX","2233040","40.755257","-73.961629","POINT (-73.961629 40.755257)"
"2022-05-12T00:00:00.000","BRONX","E/B","BRUCKNER EXPRESSWAY","ELDER AVENUE","STRIKE","YES","YES","N/A","1075320","40.823623","-73.877913","POINT (-73.877913 40.823623)"
"2018-11-25T00:00:00.000","BRONX","S/B","HENRY HUDSON PARKWAY","WEST 252nd STREET","STRIKE","NO","YES","IL","2229500","40.899333","-73.907194","POINT (-73.907194 40.899333)"
"2013-06-04T00:00:00.000","BROOKLYN","E/B","BROOKLYN QUEENS EXPRESSWAY","YORK STREET","STRIKE","YES","YES","N/A","2268507","40.701653","-73.990212","POINT (-73.990212 40.701653)"
"2017-02-03T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","OCEAN PARKWAY","STRIKE","NO","YES","FL","2231360","40.583891","-73.966856","POINT (-73.966856 40.583891)"
"2017-03-11T00:00:00.000","MANHATTAN","W/B","65th STREET","TRANSVERSE ROAD","STRIKE","YES","NO","N/A","2246100","40.769876","-73.974707","POINT (-73.974707 40.769876)"
"2017-07-10T00:00:00.000","QUEENS","E/B","LONG ISLAND EXPRESSWAY","150th STREET","STRIKE","YES","YES","UT","1055130","40.740223","-73.819521","POINT (-73.819521 40.740223)"
"2020-12-20T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","YES","FL","7233000","40.582824","-73.974480","POINT (-73.97448 40.582824)"
"2019-02-23T00:00:00.000","QUEENS","W/B","BELT PARKWAY","MERRICK BOULEVARD","STRIKE","NO","YES","NY","2231720","40.673922","-73.734539","POINT (-73.734539 40.673922)"
"2013-08-15T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NJ","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2013-06-13T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","CYPRESS HILLS STREET","STRIKE","NO","YES","NY","2230040","40.692143","-73.882403","POINT (-73.882403 40.692143)"
"2021-09-01T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","DOUGLASTON PARKWAY","STRIKE","NO","YES","PA","2266139","40.751664","-73.742826","POINT (-73.742826 40.751664)"
"2016-08-16T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","N/A","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2018-07-26T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","CLINTONVILLE STREET","STRIKE","NO","YES","N/A","2231940","40.786873","-73.810109","POINT (-73.810109 40.786873)"
"2013-11-09T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 78th STREET","STRIKE","NO","YES","N/A","2232140","40.769562","-73.948367","POINT (-73.948367 40.769562)"
"2022-07-14T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","NJ","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2013-04-04T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 12th STREET","STRIKE","NO","NO","N/A","2231390","40.585008","-73.957673","POINT (-73.957673 40.585008)"
"2021-01-04T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","FL","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2015-07-14T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","IN","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2022-06-22T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MYRTLE AVENUE","STRIKE","NO","YES","TX","2230120","40.702909","-73.858049","POINT (-73.858049 40.702909)"
"2018-05-22T00:00:00.000","QUEENS","W/B","BELT PARKWAY","CROSS BAY BOULEVARD","STRIKE","NO","YES","NY","2231559","40.666227","-73.841453","POINT (-73.841453 40.666227)"
"2020-04-02T00:00:00.000","QUEENS","E/B","BELT PARKWAY","CROSS ISLAND PARKWAY","STRIKE","NO","YES","NY","2266770","40.687187","-73.725016","POINT (-73.725016 40.687187)"
"2014-09-16T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","MI","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2021-02-16T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","TX","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2021-05-26T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","27th AVENUE","STRIKE","NO","YES","NC","2231330","40.587711","-73.991782","POINT (-73.991782 40.587711)"
"2022-03-29T00:00:00.000","QUEENS","E/B","BELT PARKWAY","MERRICK BOULEVARD","STRIKE","NO","YES","OH","2231710","40.673653","-73.734423","POINT (-73.734423 40.673653)"
"2014-11-06T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 58th STREET","STRIKE","NO","NO","NJ","2233040","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2017-11-23T00:00:00.000","BRONX","S/B","BRONX RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","CAN","7067078","40.829923","-73.873361","POINT (-73.873361 40.829923)"
"2018-03-14T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 14th STREET","STRIKE","NO","YES","NJ","2233080","40.585038","-73.954744","POINT (-73.954744 40.585038)"
"2015-09-23T00:00:00.000","BRONX","E/B","JEROME AVENUE","EAST BURNSIDE AVENUE","STRIKE","YES","YES","N/A",,"40.853832","-73.907366","POINT (-73.907366 40.853832)"
"2020-10-02T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","FL","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2019-06-18T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","DOUGLASTON PARKWAY","STRIKE","NO","YES","NY","2266139","40.751664","-73.742826","POINT (-73.742826 40.751664)"
"2015-04-03T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","NO","AL","7233000","40.582824","-73.974480","POINT (-73.97448 40.582824)"
"2020-11-20T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","FL","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2021-07-19T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","TX","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2015-07-30T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","ORCHARD BEACH ROAD","STRIKE","NO","YES","MO","1075860","40.873041","-73.818738","POINT (-73.818738 40.873041)"
"2013-06-02T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","NJ","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2018-12-18T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES",,"2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2013-09-30T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 58th STREET","STRIKE","NO","YES","FL","2233040","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2014-06-18T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2021-04-09T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","NY","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2017-01-20T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2018-11-19T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 57th STREET","STRIKE","NO","YES","PA","2233040","40.757053","-73.959903","POINT (-73.959903 40.757053)"
"2017-08-11T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","PA","1076660","40.666167","-73.787542","POINT (-73.787542 40.666167)"
"2015-03-18T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","OH","2231300","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2016-02-19T00:00:00.000","QUEENS","E/B","QUEENS BOULEVARD","WOODHAVEN BLVD","STRIKE","YES","YES","N/A","2248159","40.733479","-73.870480","POINT (-73.87048 40.733479)"
"2017-02-08T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","HIGHLAND BOULEVARD","STRIKE","NO","YES","N/A","2230000","40.678189","-73.897491","POINT (-73.897491 40.678189)"
"2019-04-22T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","LINDEN BOULEVARD","STRIKE","NO","YES","N/A","2231750","40.690743","-73.726780","POINT (-73.72678 40.690743)"
"2013-12-31T00:00:00.000","STATEN ISLAND","S/B","FOREST AVENUE","Dr MARTIN LUTHER KING JR EXPRESSWAY","STRIKE","NO","YES","N/A","1067631","40.624972","-74.146318","POINT (-74.146318 40.624972)"
"2017-05-15T00:00:00.000","MANHATTAN","N/B","PARK AVENUE","EAST 40th STREET","STRIKE","NO","YES","N/A","2246550","40.750798","-73.978516","POINT (-73.978516 40.750798)"
"2014-04-29T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 12th STREET","STRIKE","NO","NO","N/A","2231390","40.585008","-73.957673","POINT (-73.957673 40.585008)"
"2016-09-15T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2013-06-28T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHORE ROAD","STRIKE","NO","YES","NY","2244150","40.641704","-74.030508","POINT (-74.030508 40.641704)"
"2015-12-21T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","FL","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2019-09-07T00:00:00.000","QUEENS","E/B","BELT PARKWAY","SUNRISE HIGHWAY","STRIKE","NO","YES","FL","2231650","40.665770","-73.741025","POINT (-73.741025 40.66577)"
"2019-12-17T00:00:00.000","BRONX","S/B","MAJOR DEEGAN EXPRESSWAY","WEST 230th STREET","STRIKE","YES","YES","NY","1066960","40.876575","-73.904544","POINT (-73.904544 40.876575)"
"2015-05-08T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","CO","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2015-06-23T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","MA","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2021-03-08T00:00:00.000","BROOKLYN","W/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","OH","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2019-04-02T00:00:00.000","QUEENS","E/B","BELT PARKWAY","SUNRISE HIGHWAY","STRIKE","NO","YES","N/A","2231650","40.665703","-73.741142","POINT (-73.741142 40.665703)"
"2017-07-13T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","72nd ROAD","STRIKE","NO","YES","N/A","1065020","40.721793","-73.835529","POINT (-73.835529 40.721793)"
"2018-06-08T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","METROPOLITAN AVENUE","STRIKE","NO","YES","N/A","2230179","40.708996","-73.841639","POINT (-73.841639 40.708996)"
"2021-06-10T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","QUEENS BOULEVARD","STRIKE","NO","YES","TX","2230209","40.714381","-73.830989","POINT (-73.830989 40.714381)"
"2015-12-03T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2021-08-18T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","FL","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2016-07-20T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","FOREST PARK DRIVE","STRIKE","NO","YES","NY","2230109","40.699696","-73.868599","POINT (-73.868599 40.699696)"
"2019-10-14T00:00:00.000","QUEENS","W/B","QUEENS BOULEVARD","59th AVENUE","STRIKE","YES","YES","NY","2248160","40.732583","-73.867860","POINT (-73.86786 40.732583)"
"2014-09-03T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","OH","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2016-05-05T00:00:00.000","BROOKLYN","E/B","BROOKLYN QUEENS EXPRESSWAY","BORINQUEN PLACE","STRIKE","YES","YES","N/A","1065590","40.710654","-73.955664","POINT (-73.955664 40.710654)"
"2014-10-30T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NY","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2020-10-22T00:00:00.000","QUEENS","E/B","BELT PARKWAY","CROSS ISLAND PARKWAY","STRIKE","NO","YES","N/A",,"40.687187","-73.725016","POINT (-73.725016 40.687187)"
"2020-05-11T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 252nd STREET","STRIKE","NO","YES","NY","2229500","40.899288","-73.907055","POINT (-73.907055 40.899288)"
"2017-12-16T00:00:00.000","BROOKLYN","E/B","JACKIE ROBINSON PARKWAY","PENNSYLVANIA AVENUE","STRIKE","NO","YES","TX","2230000","40.679722","-73.896890","POINT (-73.89689 40.679722)"
"2021-01-13T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","MA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2014-05-27T00:00:00.000","BRONX","E/B","CROSS BRONX EXPRESSWAY","3rd AVENUE","STRIKE","YES","YES","TN",,"40.843969","-73.897542","POINT (-73.897542 40.843969)"
"2018-01-23T00:00:00.000","BROOKLYN","E/B","JACKIE ROBINSON PARKWAY","HIGHLAND BOULEVARD","STRIKE","NO","YES","NC","2230020","40.678189","-73.897491","POINT (-73.897491 40.678189)"
"2019-09-18T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","147th STREET","STRIKE","NO","YES","PA","2231980","40.789151","-73.819379","POINT (-73.819379 40.789151)"
