"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_kwh","kwh_charges","consumption_kw","kw_charges","other_charges"
"TILDEN","BROOKLYN","TILDEN","BLD 03","AMR",,"96","233","K009600","FEDERAL","NY005000720P","NEW YORK POWER AUTHORITY","12243616","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","8632334","N","9892.14","GOV/NYC/068","Yes","65200","3407.35","112","1232","5252.79"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 11","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784466","N","402.34","GOV/NYC/068","Yes","0","0","33.55","402.34","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 10","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784465","N","432.92","GOV/NYC/068","Yes","0","0","36.1","432.92","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 05","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784501","N","598.06","GOV/NYC/068","Yes","0","0","49.87","598.06","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 04","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784546","N","259.03","GOV/NYC/068","Yes","0","0","21.6","259.03","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 11","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784466","N","2661.99","GOV/NYC/068","Yes","24560","1241.32","0","0","1420.67"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 05","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784501","N","2922.11","GOV/NYC/068","Yes","26960","1362.62","0","0","1559.49"
"MORRIS I","BRONX","MORRIS I","BLD 10","INTERVAL",,"102","239","B010200","FEDERAL","NY005011020P","NEW YORK POWER AUTHORITY","12242843","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1790413","N","11034.13","GOV/NYC/068","Yes","0","0","479.28","5272.08","5762.05"
"UNION AVENUE-EAST 163RD STREET","BRONX","UNION AVENUE-EAST 163RD STREET","BLD 01","AMR","APT 02D - Family Services Department","342","753","B034200","FEDERAL","NY005013420P","NEW YORK POWER AUTHORITY","12242991","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4297654","N","109.11","GOV/NYC/062","Exception","312","24.48","0","0","84.63"
"MELROSE","BRONX","MELROSE","BLD 09 - Community Center","NONE","Community Center","28","523","B202800","FEDERAL","NY005010280P","NEW YORK POWER AUTHORITY","12242936","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9486758","N","2596.75","GOV/NYC/069","Yes","12800","670.59","33.6","360.53","1565.63"
"UPACA (SITE 5)","MANHATTAN","UPACA (SITE 5)","BLD 01","NONE","APT 02G - Management Office","343","757","M034300","FEDERAL","NY005012410P","NEW YORK POWER AUTHORITY","12243256","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9913605","N","50.52","GOV/NYC/062","Yes","144","11.3","0","0","39.22"
"UPACA (SITE 5)","MANHATTAN","UPACA (SITE 5)","BLD 01","NONE","APT 02A - Management Office","343","757","M034300","FEDERAL","NY005012410P","NEW YORK POWER AUTHORITY","12243258","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9939655","N","103.36","GOV/NYC/062","Yes","288","22.59","0","0","80.77"
"VANDALIA AVENUE","BROOKLYN","VANDALIA AVENUE","BLD 01","NONE","APT 01N - Staff Lunch Room","315","273","K031500","FEDERAL","NY005011940P","NEW YORK POWER AUTHORITY","12243818","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2702485","N","117.14","GOV/NYC/062","Exception","336","26.36","0","0","90.78"
"MORRIS I","BRONX","MORRIS I","BLD 07","INTERVAL",,"102","239","B010200","FEDERAL","NY005011020P","NEW YORK POWER AUTHORITY","12242842","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786051","N","8822.04","GOV/NYC/068","Yes","0","0","374.88","4123.68","4698.36"
"WAGNER","MANHATTAN","WAGNER","BLD 15","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1498714","N","1330.82","GOV/NYC/068","Yes","0","0","106.8","1330.82","0"
"WAGNER","MANHATTAN","WAGNER","BLD 14","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784476","N","1349.38","GOV/NYC/068","Yes","0","0","108.29","1349.38","0"
"WAGNER","MANHATTAN","WAGNER","BLD 07","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784523","N","1238.11","GOV/NYC/068","Yes","0","0","99.36","1238.11","0"
"WAGNER","MANHATTAN","WAGNER","BLD 13","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784540","N","1540.16","GOV/NYC/068","Yes","0","0","123.6","1540.16","0"
"WAGNER","MANHATTAN","WAGNER","BLD 01","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784547","N","562.86","GOV/NYC/068","Yes","0","0","45.17","562.86","0"
"WAGNER","MANHATTAN","WAGNER","BLD 02","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784550","N","484.48","GOV/NYC/068","Yes","0","0","38.88","484.48","0"
"WAGNER","MANHATTAN","WAGNER","BLD 06","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784553","N","445.6","GOV/NYC/068","Yes","0","0","35.76","445.6","0"
"MORRIS I","BRONX","MORRIS I","BLD 10","AMR",,"102","239","B010200","FEDERAL","NY005011020P","NEW YORK POWER AUTHORITY","12242843","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2790413","N","31281.77","GOV/NYC/068","Yes","286000","14946.36","0","0","16335.41"
"COOPER PARK","BROOKLYN","COOPER PARK","BLD 09","AMR",,"69","223","K006900","FEDERAL","NY005000690P","NEW YORK POWER AUTHORITY","12243543","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784564","N","5286.18","GOV/NYC/068","Yes","47680","2491.76","0","0","2794.42"
"WEEKSVILLE GARDENS","BROOKLYN","WEEKSVILLE GARDENS","BLD 02","NONE",,"229","357","K022900","FEDERAL","NY005010310P","NEW YORK POWER AUTHORITY","12243531","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4494984","N","7735.8","GOV/NYC/068","Yes","53800","2811.59","86","946","3978.21"
"WEEKSVILLE GARDENS","BROOKLYN","WEEKSVILLE GARDENS","BLD 02","NONE",,"229","357","K022900","FEDERAL","NY005010310P","NEW YORK POWER AUTHORITY","12243532","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4240721","N","5138.07","GOV/NYC/068","Yes","30320","1584.52","64","704","2849.55"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","NONE",,"178","279","M017800","FEDERAL","NY005011270P","NEW YORK POWER AUTHORITY","12243406","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2779715","N","3098.18","GOV/NYC/068","Exception","16960","886.33","40.4","444.4","1767.45"
"WHITMAN","BROOKLYN","WHITMAN","WHITMAN BLD 38","INTERVAL",,"514","509","K051400","FEDERAL","NY005005140P","NEW YORK POWER AUTHORITY","12243458","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1350971","N","0","GOV/NYC/068","Yes","0","0","0","0","0"
"WHITMAN","BROOKLYN","WHITMAN","WHITMAN BLD 01","INTERVAL",,"514","509","K051400","FEDERAL","NY005005140P","NEW YORK POWER AUTHORITY","12243458","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786779","N","754.95","GOV/NYC/068","Yes","0","0","62.59","754.95","0"
"WHITMAN","BROOKLYN","WHITMAN","WHITMAN BLD 02","INTERVAL",,"514","509","K051400","FEDERAL","NY005005140P","NEW YORK POWER AUTHORITY","12243458","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786782","N","660.02","GOV/NYC/068","Yes","0","0","54.72","660.02","0"
"MORRIS II","BRONX","MORRIS II","BLD 17","NONE",,"502","280","B050200","FEDERAL","NY005011020P","NEW YORK POWER AUTHORITY","12242848","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2781807","N","11092.64","GOV/NYC/068","Yes","71360","3729.27","130.4","1434.4","5928.97"
"WHITMAN","BROOKLYN","WHITMAN","WHITMAN BLD 03","INTERVAL",,"514","509","K051400","FEDERAL","NY005005140P","NEW YORK POWER AUTHORITY","12243458","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787095","N","745.66","GOV/NYC/068","Yes","0","0","61.82","745.66","0"
"WHITMAN","BROOKLYN","WHITMAN","WHITMAN","INTERVAL",,"514","509","K051400","FEDERAL","NY005005140P","NEW YORK POWER AUTHORITY","12243458","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787098","N","671.6","GOV/NYC/068","Yes","0","0","55.68","671.6","0"
"WHITMAN","BROOKLYN","WHITMAN","WHITMAN BLD 06","INTERVAL",,"514","509","K051400","FEDERAL","NY005005140P","NEW YORK POWER AUTHORITY","12243458","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787120","N","644.95","GOV/NYC/068","Yes","0","0","53.47","644.95","0"
"WILLIAMS PLAZA","BROOKLYN","WILLIAMS PLAZA","BLD 04","NONE",,"128","443","K012800","MIXED FINANCE/LLC2","NY005021280P","NEW YORK POWER AUTHORITY","12243635","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2779939","N","8904.81","GOV/NYC/068","Yes","56600","2957.92","104","1144","4802.89"
"WILLIAMSBURG","BROOKLYN","WILLIAMSBURG","BLD 05","AMR",,"2","200","K000200","FEDERAL","NY005000020P","NEW YORK POWER AUTHORITY","12243471","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788506","N","2370.86","GOV/NYC/068","Yes","21120","1103.73","0","0","1267.13"
"WILLIAMSBURG","BROOKLYN","WILLIAMSBURG","BLD 01","AMR",,"2","200","K000200","FEDERAL","NY005000020P","NEW YORK POWER AUTHORITY","12243471","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788508","N","1616.46","GOV/NYC/068","Yes","14400","752.54","0","0","863.92"
"WILLIAMSBURG","BROOKLYN","WILLIAMSBURG","BLD 08","AMR",,"2","200","K000200","FEDERAL","NY005000020P","NEW YORK POWER AUTHORITY","12243471","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788513","N","1715.27","GOV/NYC/068","Yes","15280","798.53","0","0","916.74"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 02","INTERVAL",,"39","586","B003900","FEDERAL","NY005010390P","NEW YORK POWER AUTHORITY","12242995","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786936","N","1368.15","GOV/NYC/068","Yes","0","0","58.94","648.34","719.81"
"WILLIAMSBURG","BROOKLYN","WILLIAMSBURG","BLD 19","AMR",,"2","200","K000200","FEDERAL","NY005000020P","NEW YORK POWER AUTHORITY","12243471","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788548","N","2370.86","GOV/NYC/068","Yes","21120","1103.73","0","0","1267.13"
"WILLIAMSBURG","BROOKLYN","WILLIAMSBURG","BLD 01","AMR",,"2","200","K000200","FEDERAL","NY005000020P","NEW YORK POWER AUTHORITY","12243471","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788580","N","3610.19","GOV/NYC/068","Yes","32160","1680.68","0","0","1929.51"
"WILLIAMSBURG","BROOKLYN","WILLIAMSBURG","BLD 19","AMR",,"2","200","K000200","FEDERAL","NY005000020P","NEW YORK POWER AUTHORITY","12243471","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788582","N","1724.26","GOV/NYC/068","Yes","15360","802.71","0","0","921.55"
"WILSON","MANHATTAN","WILSON",,"NONE",,"112","539","M011200","FEDERAL","NY005010090P","NEW YORK POWER AUTHORITY","12243361","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9983904","N","939.5","GOV/NYC/069","Yes","2320","121.54","14.4","154.51","663.45"
"WOODSON","BROOKLYN","WOODSON","BLD 02","NONE",,"182","285","K018200","FEDERAL","NY005011680P","NEW YORK POWER AUTHORITY","12243685","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9420918","Y","6425.94","GOV/NYC/068","Yes","44640","2332.89","70.4","774.4","3318.65"
"SOUNDVIEW","BRONX","SOUNDVIEW","SOUNDVIEW BLD 01","AMR",,"71","537","B007100","FEDERAL","NY005000710P","NEW YORK POWER AUTHORITY","12242903","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787714","N","3956.08","GOV/NYC/068","Yes","36800","1856.92","0","0","2099.16"
"SOUNDVIEW","BRONX","SOUNDVIEW","SOUNDVIEW BLD 02","AMR",,"71","537","B007100","FEDERAL","NY005000710P","NEW YORK POWER AUTHORITY","12242903","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787712","N","5495.52","GOV/NYC/068","Yes","51120","2579.51","0","0","2916.01"
"SOUNDVIEW","BRONX","SOUNDVIEW","SOUNDVIEW BLD 08","INTERVAL",,"71","537","B007100","FEDERAL","NY005000710P","NEW YORK POWER AUTHORITY","12242903","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1790447","N","2046.34","GOV/NYC/068","Yes","0","0","166.37","2046.34","0"
"SOUNDVIEW","BRONX","SOUNDVIEW","SOUNDVIEW BLD 01","INTERVAL",,"71","537","B007100","FEDERAL","NY005000710P","NEW YORK POWER AUTHORITY","12242903","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787714","N","771.7","GOV/NYC/068","Yes","0","0","62.74","771.7","0"
"SOUNDVIEW","BRONX","SOUNDVIEW","SOUNDVIEW BLD 11","INTERVAL",,"71","537","B007100","FEDERAL","NY005000710P","NEW YORK POWER AUTHORITY","12242903","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785630","N","1163.08","GOV/NYC/068","Yes","0","0","94.56","1163.08","0"
"CLAREMONT REHAB (GROUP 5)","BRONX","CLAREMONT REHAB (GROUP 5)","BLD 01","NONE",,"336","752","B033600","FEDERAL","NY005013080P","NEW YORK POWER AUTHORITY","12243110","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9424001","N","1558.24","GOV/NYC/069","Yes","10880","570","18.8","201.72","786.52"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 50","NONE",,"303","566","K030300","FEDERAL","NY005012470P","NEW YORK POWER AUTHORITY","12243764","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2762390","Y","242.02","GOV/NYC/069","Yes","2844","149","3.96","42.49","50.53"
"SARATOGA SQUARE","BROOKLYN","SARATOGA SQUARE","BLD 02","NONE",,"259","543","K025900","SECTION 8","NY005011620P","NEW YORK POWER AUTHORITY","12243564","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4219632","N","204.19","GOV/NYC/062","Exception","594","46.6","0","0","157.59"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 08","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","NEW YORK POWER AUTHORITY","12243310","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","7356676","N","821.28","GOV/NYC/062","Yes","2376","186.4","0","0","634.88"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 10","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","NEW YORK POWER AUTHORITY","12243308","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9971197","N","489.74","GOV/NYC/069","Yes","3384","177.29","5.58","59.87","252.58"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 24","AMR",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2790015","N","2565.42","GOV/NYC/068","Yes","24320","1227.17","0","0","1338.25"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 31","AMR",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2790006","N","700.43","GOV/NYC/068","Yes","6640","335.05","0","0","365.38"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 05","AMR",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2790003","N","1890.31","GOV/NYC/068","Yes","17920","904.23","0","0","986.08"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 15","AMR",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789991","N","2000.02","GOV/NYC/068","Yes","18960","956.71","0","0","1043.31"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 30","AMR",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789961","N","2379.76","GOV/NYC/068","Yes","22560","1138.36","0","0","1241.4"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 02","AMR",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789962","N","2658.24","GOV/NYC/068","Yes","25200","1271.57","0","0","1386.67"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 08","INTERVAL",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1790018","N","661.2","GOV/NYC/068","Yes","0","0","55.82","661.2","0"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 01","INTERVAL",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1790023","N","643.67","GOV/NYC/068","Yes","0","0","54.34","643.67","0"
"HIGHBRIDGE REHABS (ANDERSON AVENUE)","BRONX","HIGHBRIDGE REHABS (ANDERSON AVENUE)","BLD 02","NONE",,"370","808","B037000","FEDERAL","NY005015310P","NEW YORK POWER AUTHORITY","12242831","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4221390","N","606.43","GOV/NYC/069","Yes","4248","222.55","7.2","77.26","306.62"
"HIGHBRIDGE GARDENS","BRONX","HIGHBRIDGE GARDENS","BLD 05","AMR",,"78","229","B007800","FEDERAL","NY005000780P","NEW YORK POWER AUTHORITY","12243050","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2790132","N","14168.9","GOV/NYC/068","Yes","128400","6710.18","0","0","7458.72"
"HIGHBRIDGE GARDENS","BRONX","HIGHBRIDGE GARDENS","BLD 06","AMR",,"78","229","B007800","FEDERAL","NY005000780P","NEW YORK POWER AUTHORITY","12243050","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2790153","N","8210","GOV/NYC/068","Yes","74400","3888.14","0","0","4321.86"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 15","INTERVAL",,"39","586","B003900","FEDERAL","NY005010390P","NEW YORK POWER AUTHORITY","12242995","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786913","N","721.89","GOV/NYC/068","Yes","0","0","31.1","342.1","379.79"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 01","INTERVAL",,"39","586","B003900","FEDERAL","NY005010390P","NEW YORK POWER AUTHORITY","12242995","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786912","N","1202.16","GOV/NYC/068","Yes","0","0","51.79","569.69","632.47"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 20","INTERVAL",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1790009","N","553.17","GOV/NYC/068","Yes","0","0","46.7","553.17","0"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 11","INTERVAL",,"39","586","B003900","FEDERAL","NY005010390P","NEW YORK POWER AUTHORITY","12242995","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786911","N","659.69","GOV/NYC/068","Yes","0","0","28.42","312.62","347.07"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 18","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","NEW YORK POWER AUTHORITY","12243304","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9968503","N","600.37","GOV/NYC/069","Yes","4554","238.58","6.3","67.6","294.19"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 09","AMR",,"39","586","B003900","FEDERAL","NY005010390P","NEW YORK POWER AUTHORITY","12242995","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786424","N","3043.75","GOV/NYC/068","Yes","27600","1442.38","0","0","1601.37"
"POMONOK","QUEENS","POMONOK","BLD 11","INTERVAL",,"53","588","Q005300","FEDERAL","NY005000530P","NEW YORK POWER AUTHORITY","12242799","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1789429","N","1456.29","GOV/NYC/068","Yes","0","0","128.16","1456.29","0"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 04","AMR",,"39","586","B003900","FEDERAL","NY005010390P","NEW YORK POWER AUTHORITY","12242995","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786423","N","3149.63","GOV/NYC/068","Yes","28560","1492.55","0","0","1657.08"
