"link_site_id","planned_kiosk_type","link_installation_status","smallest_ppt","cb_link_id","boro","council_district","community_board","street_address","cross_street_1","cross_street_2","ixn_corner","postcode","zoning","latitude","longitude","link_installation","link_smoke_tested_and_activated_a","neighborhood_tabulation_area_nta","building_identification_number_bin","borough_block_lot_bbl","census_tract_ct","location"
"bx-01-145916","LINK1.0","Live","145916","LINK-018218","Bronx","8","201","197 LINCOLN AVENUE","EAST 137 STREET","3 AVENUE","NW","10451","M1-4/R7A","40.810158560000000","-73.927885970000000","2017-08-31T00:00:00.000","2018-02-22T00:00:00.000","Mott Haven-Port Morris","2000780","2023180022","2005100","(40.81015856, -73.92788597)"
"bk-09-126619","LINK1.0","Live","126619","bk-09-126619","Brooklyn","35","309","856 FRANKLIN AVENUE","PRESIDENT STREET","CARROLL STREET","SW","11225","C1-3","40.668800000000000","-73.958717000000000","2016-11-11T00:00:00.000","2016-12-05T00:00:00.000","Crown Heights South","3029704","3011880044","3021300","(40.6688, -73.958717)"
"qu-09-145989","LINK1.0","Live","145989","LINK-021386","Queens","32","409","86-56 WOODHAVEN BOULEVARD","JAMAICA AVENUE","86 DRIVE","SW","11421","C1-4","40.693739780000000","-73.852557070000000","2017-10-14T00:00:00.000","2018-02-26T00:00:00.000","Woodhaven","4182096","4088700047","4001400","(40.69373978, -73.85255707)"
"mn-07-135057","LINK1.0","Live","135057","mn-07-135057","Manhattan","6","107","661 COLUMBUS AVENUE","WEST 92 STREET","WEST 93 STREET","NE","10025","C1-9","40.790444480000000","-73.969155250000000","2018-05-01T00:00:00.000","2020-10-02T00:00:00.000","Upper West Side","1031627","1012060001","1017700","(40.79044448, -73.96915525)"
"bk-03-145748","LINK1.0","Live","145748","LINK-018100","Brooklyn","35","303","549 CLASSON AVENUE","FULTON STREET","PUTNAM AVENUE","NE","11238","C2-4","40.681853000000000","-73.958535000000000","2017-02-27T00:00:00.000","2017-04-20T00:00:00.000","Clinton Hill","3057307","3019940058","3022700","(40.681853, -73.958535)"
"bk-09-145833","LINK1.0","Live","145833","LINK-019369","Brooklyn","35","309","803 NOSTRAND AVENUE","UNION STREET","EASTERN PARKWAY","NE","11225","C1-3","40.669167420000000","-73.950502300000000","2017-03-24T00:00:00.000","2017-05-19T00:00:00.000","Crown Heights South","3032926","3012690002","3031900","(40.66916742, -73.9505023)"
"mn-07-120640","LINK1.0","Live","120640","mn-07-120640","Manhattan","7","107","981 COLUMBUS AVENUE","WEST 108 STREET","WEST 109 STREET","NE","10025","C2-5","40.800591580000000","-73.961745400000000","2017-08-25T00:00:00.000","2018-03-08T00:00:00.000","Morningside Heights","1055708","1018440001","1019300","(40.80059158, -73.9617454)"
"mn-05-121641","LINK1.0","Live","121641","mn-05-121641","Manhattan","2","105","27 EAST 32 STREET","MADISON AVENUE","PARK AVENUE","NE","10016","C5-2","40.746464780000000","-73.983714050000000","2017-10-28T00:00:00.000","2018-02-09T00:00:00.000","Midtown-Midtown South","1017015","1008620024","1007400","(40.74646478, -73.98371405)"
"bk-01-108952","LINK1.0","Live","108952","bk-01-108952","Brooklyn","34","301","511 BROADWAY","UNION AVENUE","BOERUM STREET","MIDBLOCK","11206","C8-2","40.705370960000000","-73.949963490000000","2017-11-17T00:00:00.000","2018-02-27T00:00:00.000","East Williamsburg","3325852","3030580100","3051100","(40.70537096, -73.94996349)"
"qu-02-139595","LINK1.0","Live","139595","qu-02-139595","Queens","26","402","27-20 43 AVENUE","JACKSON AVENUE","HUNTER STREET","MIDBLOCK","11101","M1-6/R10","40.747666990000000","-73.941419730000000","2017-09-16T00:00:00.000","2017-10-18T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4005138","4004330001","4001900","(40.74766699, -73.94141973)"
"mn-06-134657","LINK1.0","Live","134657","mn-06-134657","Manhattan","4","106","712 2 AVENUE","EAST 38 STREET","EAST 39 STREET","NE","10016","C1-9","40.747395250000000","-73.973828190000000","2018-03-18T00:00:00.000","2018-05-17T00:00:00.000","Murray Hill-Kips Bay","1021921","1009440001","1007800","(40.74739525, -73.97382819)"
"mn-05-138326","LINK1.0","Live","138326","mn-05-138326","Manhattan","4","105","134 EAST 52 STREET","LEXINGTON AVENUE","PARK AVENUE","SW","10022","C6-6","40.757793190000000","-73.971703130000000","2017-01-28T00:00:00.000","2017-04-10T00:00:00.000","Turtle Bay-East Midtown","1036460","1013060001","1010000","(40.75779319, -73.97170313)"
"mn-07-121304","LINK1.0","Live","121304","mn-07-121304","Manhattan","6","107","2299 BROADWAY","WEST 83 STREET","WEST 82 STREET","NE","10024","C4-6A","40.786403000000000","-73.978300000000000","2016-03-29T00:00:00.000","2016-04-25T00:00:00.000","Upper West Side","1032755","1012300008","1017100","(40.786403, -73.9783)"
"bk-14-145789","LINK1.0","Live","145789","LINK-018087","Brooklyn","40","314","1052 FLATBUSH AVENUE","DURYEA PLACE","BEVERLEY ROAD","NW","11226","C4-4A","40.645261700000000","-73.958144080000000","2017-03-06T00:00:00.000","2017-09-15T00:00:00.000","Flatbush","3117661","3051250070","3051001","(40.6452617, -73.95814408)"
"mn-03-138537","LINK1.0","Live","138537","mn-03-138537","Manhattan","2","103","35 3 AVENUE","EAST 9 STREET","EAST 10 STREET","NE","10003","C6-2A","40.730231650000000","-73.989262170000000","2016-09-18T00:00:00.000","2016-10-21T00:00:00.000","East Village","1006764","1004650001","1004000","(40.73023165, -73.98926217)"
"qu-01-145953","LINK1.0","Live","145953","LINK-019892","Queens","26","401","45-18 BROADWAY","46 STREET","45 STREET","SW","11103","C1-4","40.756724310000000","-73.914383100000000","2017-09-30T00:00:00.000","2018-01-10T00:00:00.000","Astoria","4012439","4007080040","4016100","(40.75672431, -73.9143831)"
"bx-01-146074","LINK1.0","Live","146074","LINK-020569","Bronx","17","201","680 MELROSE AVENUE","EAST 154 STREET","EAST 153 STREET","SW","10455","C1-4","40.819394150000000","-73.916163130000000","2018-03-04T00:00:00.000","2018-05-02T00:00:00.000","Melrose South-Mott Haven North","2001366","2023750006","2006700","(40.81939415, -73.91616313)"
"mn-05-121998","LINK1.0","Live","121998","mn-05-121998","Manhattan","3","105","207 WEST 34 STREET","7 AVENUE","8 AVENUE","NW","10001","C6-4M","40.751273860000000","-73.991069420000000","2016-11-12T00:00:00.000","2018-03-27T00:00:00.000","Midtown-Midtown South","1014408","1007840041","1010900","(40.75127386, -73.99106942)"
"bk-08-126502","LINK1.0","Live","126502","bk-08-126502","Brooklyn","35","308","307 FLATBUSH AVENUE","PROSPECT PLACE","PARK PLACE","SE","11217","C2-4","40.678452790000000","-73.973252780000000","2017-11-03T00:00:00.000","2018-03-08T00:00:00.000","Prospect Heights","3028698","3011570015","3016100","(40.67845279, -73.97325278)"
"qu-12-152551","LINK1.0","Live","152551",,"Queens","27","412","122-01 MERRICK BOULEVARD","SUNBURY ROAD","BAISLEY BOULEVARD","MIDBLOCK","11434","C1-3","40.6835572","-73.7690859","2022-11-04T00:00:00.000","2022-12-28T00:00:00.000","St. Albans",,"4124800001",,"(40.6835572, -73.7690859)"
"mn-01-108445","LINK1.0","Live","108445","mn-01-108445","Manhattan","1","101","23 WALKER STREET","6 AVENUE","CHURCH STREET","SE","10013","C6-2A","40.719679000000000","-74.004974000000000","2017-11-18T00:00:00.000","2018-05-02T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1088221","1001910001","1003300","(40.719679, -74.004974)"
"bx-01-117230","LINK1.0","Live","117230","bx-01-117230","Bronx","8","201","256 ST. ANN'S AVENUE","EAST 139 STREET","MONSIGNOR GERALD J RYAN BOULEVAR","SE","10454","C1-4","40.807377520000000","-73.917000420000000","2018-02-25T00:00:00.000","2018-07-02T00:00:00.000","Mott Haven-Port Morris","2003623","2025510003","2002702","(40.80737752, -73.91700042)"
"mn-12-120755","LINK1.0","Live","120755","mn-12-120755","Manhattan","10","112","565 WEST 174 STREET","ST NICHOLAS AVENUE","AUDUBON AVENUE","NE","10033","C2-4","40.844755730000000","-73.936847370000000","2017-12-06T00:00:00.000","2020-12-01T00:00:00.000","Washington Heights South","1063150","1021310001","1026100","(40.84475573, -73.93684737)"
"mn-05-136609","LINK1.0","Live","136609","mn-05-136609","Manhattan","3","105","775 6 AVENUE","WEST 26 STREET","WEST 27 STREET","NW","10001","C6-4X","40.744933170000000","-73.991472370000000","2017-10-07T00:00:00.000","2018-02-15T00:00:00.000","Midtown-Midtown South","1015042","1008020035","1009500","(40.74493317, -73.99147237)"
"mn-02-123117","LINK1.0","Live","123117","mn-02-123117","Manhattan","3","102","263 6 AVENUE","DOWNING STREET","BEDFORD STREET","SW","10014","C1-5","40.729557700000000","-74.002385350000000","2018-03-10T00:00:00.000","2018-04-26T00:00:00.000","West Village","1008350","1005270027","1006700","(40.7295577, -74.00238535)"
"mn-10-119996","LINK1.0","Live","119996","mn-10-119996","Manhattan","9","110","2288 FREDERICK DOUGLASS BOULEVARD","WEST 122 STREET","WEST 123 STREET","SE","10027","C2-4","40.808733290000000","-73.952093090000000","2016-10-01T00:00:00.000","2017-07-20T00:00:00.000","Central Harlem South","1058592","1019280061","1022200","(40.80873329, -73.95209309)"
"mn-04-108537","LINK1.0","Live","108537","mn-04-108537","Manhattan","3","104","159 8 AVENUE","WEST 18 STREET","WEST 19 STREET","SW","10011","C1-6A","40.742297000000000","-74.000940000000000","2016-03-18T00:00:00.000","2016-04-07T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1087673","1007417501","1008300","(40.742297, -74.00094)"
"mn-05-107819","LINK1.0","Live","107819","mn-05-107819","Manhattan","3","105","740 8 AVENUE","8 AVENUE","BROADWAY","SE","10036","C6-4","40.759669680000000","-73.987785630000000","2016-03-12T00:00:00.000","2016-04-06T00:00:00.000","Midtown-Midtown South","1024730","1010170061","1011900","(40.75966968, -73.98778563)"
"mn-12-131063","LINK1.0","Live","131063","mn-12-131063","Manhattan","10","112","590 WEST 187 STREET","ST NICHOLAS AVENUE","AUDUBON AVENUE","SE","10033","C1-4","40.852917260000000","-73.930827390000000","2017-12-01T00:00:00.000","2018-03-01T00:00:00.000","Washington Heights North","1063791","1021570075","1026900","(40.85291726, -73.93082739)"
"QU-02-157852","LINK1.0","Live",,"LINK-020954","Queens","26","402","50-15 ROOSEVELT AVENUE","51st Street","50th Street","SW","11377","C1-4","40.7443305","-73.9140299","2023-02-07T00:00:00.000","2023-04-24T00:00:00.000","Hunters Point-Sunnyside-West Maspeth",,"4001380024",,"(40.7443305, -73.9140299)"
"mn-06-133439","LINK1.0","Live","133439","mn-06-133439","Manhattan","4","106","675 3 AVENUE","EAST 42 STREET","EAST 43 STREET","NE","10017","C5-3","40.750965520000000","-73.974148060000000","2016-07-19T00:00:00.000","2016-07-21T00:00:00.000","Turtle Bay-East Midtown","1037549","1013160001","1008800","(40.75096552, -73.97414806)"
"si-01-158932","LINK1.0","Live",,,"Staten Island","49","501","514 RICHMOND TERRACE","YORK AVENUE","FRANKLIN AVENUE","MIDBLOCK","10301","M3-1","40.6462984","-74.0895158","2022-10-27T00:00:00.000","2023-02-07T00:00:00.000","West New Brighton-New Brighton-St. George","5001475","5000620106",,"(40.6462984, -74.0895158)"
"mn-07-119836","LINK1.0","Live","119836","mn-07-119836","Manhattan","6","107","49 WEST 72 STREET","COLUMBUS AVENUE","CENTRAL PARK WEST","NE","10023","C1-5","40.777377090000000","-73.978443680000000","2018-02-26T00:00:00.000","2018-06-05T00:00:00.000","Lincoln Square","1028631","1011250001","1015700","(40.77737709, -73.97844368)"
"mn-07-133652","LINK1.0","Live","133652","mn-07-133652","Manhattan","6","107","2061 BROADWAY","WEST 71 STREET","WEST 72 STREET","NW","10023","C4-6A","40.778148040000000","-73.982254640000000","2017-06-30T00:00:00.000","2017-08-03T00:00:00.000","Lincoln Square","1030418","1011630030","1015900","(40.77814804, -73.98225464)"
"bx-03-146043","LINK1.0","Live","146043","LINK-020598","Bronx","17","203","871 BROOK AVENUE","3 AVENUE","EAST 161 STREET","NW","10451","C4-4","40.822518790000000","-73.910690130000000","2018-01-14T00:00:00.000","2018-04-24T00:00:00.000","Morrisania-Melrose","2001203","2023650029","2014100","(40.82251879, -73.91069013)"
"mn-06-121831","LINK1.0","Live","121831","mn-06-121831","Manhattan","4","106","200 EAST 51 STREET","3 AVENUE","2 AVENUE","SE","10022","C6-6","40.756326330000000","-73.970143300000000","2016-04-30T00:00:00.000","2016-05-20T00:00:00.000","Turtle Bay-East Midtown","1081187","1013240047","1009800","(40.75632633, -73.9701433)"
"mn-09-120262","LINK1.0","Live","120262","mn-09-120262","Manhattan","7","109","600 WEST 116 STREET","BROADWAY","CLAREMONT AVENUE","SW","10025","C1-4","40.808041240000000","-73.964210340000000","2016-05-21T00:00:00.000","2016-06-29T00:00:00.000","Morningside Heights","1057380","1018960072","1020500","(40.80804124, -73.96421034)"
"mn-02-123612","LINK1.0","Live","123612","mn-02-123612","Manhattan","3","102","87 BARROW STREET","HUDSON STREET","COMMERCE STREET","SE","10014","C1-6","40.731592520000000","-74.006407510000000","2017-02-18T00:00:00.000","2017-04-14T00:00:00.000","West Village","1077816","1005847501","1006700","(40.73159252, -74.00640751)"
"mn-06-133890","LINK1.0","Live","133890","mn-06-133890","Manhattan","2","106","205 3 AVENUE","EAST 18 STREET","EAST 19 STREET","NE","10003","C1-9A","40.735839000000000","-73.985171000000000","2016-01-29T00:00:00.000","2016-02-28T00:00:00.000","Gramercy","1019580","1008990001","1004800","(40.735839, -73.985171)"
"mn-07-120513","LINK1.0","Live","120513","mn-07-120513","Manhattan","7","107","230 WEST 97 STREET","BROADWAY","AMSTERDAM AVENUE","SE","10025","C1-5","40.795171000000000","-73.971048000000000","2016-05-27T00:00:00.000","2016-07-08T00:00:00.000","Upper West Side","1056064","1018680044","1018300","(40.795171, -73.971048)"
"mn-04-122565","LINK1.0","Live","122565","mn-04-122565","Manhattan","3","104","557 8 AVENUE","WEST 38 STREET","WEST 37 STREET","SW","10018","M1-6","40.754665870000000","-73.991816020000000","2016-04-30T00:00:00.000","2016-05-12T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1013624","1007610039","1011100","(40.75466587, -73.99181602)"
"mn-12-119814","LINK1.0","Live","119814","mn-12-119814","Manhattan","10","112","1456 ST. NICHOLAS AVENUE","WEST 183 STREET","WEST 182 STREET","MIDBLOCK","10033","C1-4","40.850248500000000","-73.932926440000000","2017-12-05T00:00:00.000","2018-03-09T00:00:00.000","Washington Heights North","1063652","1021540039","1026900","(40.8502485, -73.93292644)"
"si-02-145729","LINK1.0","Live","145729","LINK-005400","Staten Island","50","502","291 NEW DORP LANE","EDISON STREET","CLAWSON STREET","MIDBLOCK","10306","C2-2","40.572100260000000","-74.112673590000000","2017-02-19T00:00:00.000","2017-02-28T00:00:00.000","New Dorp-Midland Beach","5052754","5036430016","5012200","(40.57210026, -74.11267359)"
"mn-09-135244","LINK1.0","Live","135244","mn-09-135244","Manhattan","7","109","1800 AMSTERDAM AVENUE","WEST 150 STREET","WEST 149 STREET","NW","10031","C1-4","40.827925070000000","-73.945775430000000","2017-10-19T00:00:00.000","2018-01-12T00:00:00.000","Hamilton Heights","1062098","1020810029","1023300","(40.82792507, -73.94577543)"
"mn-06-121791","LINK1.0","Live","121791","mn-06-121791","Manhattan","4","106","260 EAST 48 STREET","2 AVENUE","3 AVENUE","SW","10017","C1-9","40.753660600000000","-73.969648710000000","2018-01-27T00:00:00.000","2018-04-10T00:00:00.000","Turtle Bay-East Midtown","1037988","1013210022","1009000","(40.7536606, -73.96964871)"
"qu-04-136653","LINK1.0","Live","136653","qu-04-136653","Queens","25","404","77-14 ROOSEVELT AVENUE","78 STREET","77 STREET","SW","11372","C2-3","40.747152890000000","-73.887925920000000","2017-07-08T00:00:00.000","2017-08-25T00:00:00.000","Elmhurst","4036780","4014880006","4026700","(40.74715289, -73.88792592)"
"mn-07-108233","LINK1.0","Live","108233","mn-07-108233","Manhattan","6","107","2018 BROADWAY","WEST 69 STREET","WEST 68 STREET","SE","10023","C4-6A","40.776009840000000","-73.981962940000000","2016-09-22T00:00:00.000","2016-12-14T00:00:00.000","Lincoln Square","1028948","1011400046","1015300","(40.77600984, -73.98196294)"
"mn-11-120222","LINK1.0","Live","120222","mn-11-120222","Manhattan","8","111","1945 3 AVENUE","EAST 107 STREET","EAST 108 STREET","NE","10029","C1-5","40.792296700000000","-73.943988130000000","2016-05-20T00:00:00.000","2016-06-15T00:00:00.000","East Harlem South","1080688","1016560001","1017000","(40.7922967, -73.94398813)"
"mn-01-145538","LINK1.0","Live","145538","mn-01-145538","Manhattan","1","101","200 HUDSON STREET","DESBROSSES STREET","VESTRY STREET","NE","10013","M1-6","40.722870420000000","-74.007979770000000","2017-08-05T00:00:00.000","2017-10-10T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1002854","1002210030","1003300","(40.72287042, -74.00797977)"
"mn-06-121362","LINK1.0","Live","121362","mn-06-121362","Manhattan","4","106","660 3 AVENUE","EAST 42 STREET","EAST 43 STREET","NW","10017","C5-3","40.750959730000000","-73.974467360000000","2016-02-07T00:00:00.000","2016-02-29T00:00:00.000","Turtle Bay-East Midtown","1036161","1012970033","1009200","(40.75095973, -73.97446736)"
"mn-07-120509","Public Payphones","Live","120509","SC90271","Manhattan","6","107","841 WEST END AVENUE",,,,"10025","R8","40.798583100000000","-73.970917310000000","1971-12-01T00:00:00.000","1971-12-01T00:00:00.000","Upper West Side","1057155","1018897502","1018700","(40.7985831, -73.97091731)"
"mn-05-121354","LINK1.0","Live","121354","mn-05-121354","Manhattan","3","105","678 8 AVENUE","WEST 42 STREET","WEST 43 STREET","SE","10036","C6-4","40.757753000000000","-73.989252000000000","2016-03-11T00:00:00.000","2016-04-06T00:00:00.000","Midtown-Midtown South","1087141","1010140058","1011900","(40.757753, -73.989252)"
"mn-05-121662","LINK1.0","Live","121662","mn-05-121662","Manhattan","4","105","330 MADISON AVENUE","EAST 43 STREET","EAST 42 STREET","NW","10017","C5-3","40.753003050000000","-73.979246010000000","2017-04-02T00:00:00.000","2017-05-26T00:00:00.000","Midtown-Midtown South","1035348","1012770014","1009400","(40.75300305, -73.97924601)"
"mn-03-122032","LINK1.0","Live","122032","mn-03-122032","Manhattan","2","103","418 EAST 14 STREET","1 AVENUE","AVENUE A","SE","10009","C1-6A","40.730877570000000","-73.981659450000000","2017-03-19T00:00:00.000","2017-05-12T00:00:00.000","East Village","1006014","1004410016","1003400","(40.73087757, -73.98165945)"
"qu-12-118471","LINK1.0","Live","118471","85120","Queens","27","412","187-2 HILLSIDE AVENUE","Hillside Avenue","89th Avenue",,"11423","C2-4","40.7145203","-73.7751334","2022-06-16T00:00:00.000","2022-12-20T00:00:00.000","Jamaica","4212873","4099350034","4048000","(40.7145203, -73.7751334)"
"mn-04-122078","LINK1.0","Live","122078","mn-04-122078","Manhattan","3","104","589 8 AVENUE","WEST 38 STREET","WEST 39 STREET","SW","10018","M1-6","40.755280840000000","-73.991370860000000","2016-03-06T00:00:00.000","2016-04-11T00:00:00.000","Clinton","1013646","1007620042","1011500","(40.75528084, -73.99137086)"
"mn-04-134867","LINK1.0","Live","134867","mn-04-134867","Manhattan","3","104","769 10 AVENUE","WEST 52 STREET","WEST 51 STREET","SW","10019","C6-3","40.765875300000000","-73.991057380000000","2017-09-23T00:00:00.000","2018-02-23T00:00:00.000","Clinton","1088274","1010800028","1013500","(40.7658753, -73.99105738)"
